업체명,사업자등록번호,주업종,주요 생산품목,소재지,전화번호
청정엔지니어링,3060124737,건설업,지하수개발이용시공,충청남도 논산시 연무읍 왕릉로48번길 17-6(금곡리) ,042-670-8555
(주) 유일종합관리,1288613277,사업시설관리 및 사업지원 서비스업,시설물경비서비스,경기도 고양시 덕양구 성신로 14 청한B/D 605호 (화정동),031-973-2330
(주)광평건설,3048111714,건설업,토목시설물,충북 제천시 명륜로7길15 (청전동),043-653-1545
(주)대륙건설광고공사,6018127169,그 밖의 제품 제조업,창호공사,부산광역시 연제구 시청로 26 (연산동),051-867-9999
(주)장애인희망일터,3178130605,제조업,보건용마스크,충청북도 청주시 흥덕구 강내면 부용남이길 231-40,070-4406-3682
농업회사법인 한농민(주),2068800038,제조업,작물재배용역,광주광역시 광산구 평동매화길 13농업회사법인 한농민(주),062-236-0400
엔아이디퍼니처,4091995292,도매 및 소매업,사무용가구,광주 북구 누문동4-1번지 7층,062-525-0230
인우그룹,4081296644,제조업|인쇄 및 기록매체 복제업,아트디자인및그래픽용역,광주광역시 남구 진다리로 44-11층 (백운동),062-653-8810
주식회사 피에프,3088124415,가구 제조업,책상,대전광역시 유성구 계백로 925가구단지 2호 (원내동),042-546-7900
주식회사삼경건설,3158134885,건설업,포장공사,충북 제천시 단양로3320(고명동),043-647-0400
플러스위생,5889000699,하수ㆍ폐기물 처리 원료재생 및 환경 복원업,유해폐기물처분용역,대전광역시 중구 계룡로955번길 491층 102호,042-255-2200
빌드건설(주),5048169534,건설업,실내건축공사,대구 동구 동부로 67 (학산빌딩 2층),053-254-9950
(주) 반석건설,1278163560,건설업,상하수도설비공사,경기도 포천시 신북면 중앙로 201-22,031-536-6789
(주) 신아퍼니처,1318197899,가구 제조업,책상,인천광역시 남동구 앵고개로653번길 761층(고잔동 남동공단 112B-1L),032-815-8167
(주)새롬이엔지,4088144574,건설업,토목설계측량,전라북도 임실군 임실읍 봉황로 128,063-221-2211
(주)성지오에이시스템,2148702156,도매 및 소매업,사무기기,서울특별시 서초구 효령로 304(서초동 국제전자5층144호),02-711-7272
(주)지테크컴퍼니,1018686886,도매 및 소매업,가스누설측정기,서울특별시 금천구 가산디지털2로 7012층 1213호(가산동 대륭테크노타운 19차),02-861-9772
디자인인,1071886852,인쇄 및 기록매체 복제업,기타인쇄물,서울특별시 구로구 디지털로32가길 1613층 1304호(구로동 파트너스타워2차),02-783-8582
반도,4011891219,도매 및 소매업,기타주방용품,전라북도 군산시 대학로 119-1 (오룡동),063-464-4389
삼성조경,4080396133,건설업,디자인형울타리,전라남도 순천시 주암면 주석로 276-19,061-362-1930
유한회사 다올,4188148067,전문 과학 및 기술 서비스업,CIBI포장패키지현수막 명함외,전라북도 전주시 덕진구 모래내3길 27(금암동 102-102),063-905-8235
주식회사두현엠텍,6258700737,제조업|제조업,복합공작기계,인천광역시 남동구 청능대로339번길 35남동공단71블럭10로트(고잔동 동산정기),032-441-0604
(주) 레보메드,1208736012,제조업,혈액줄기세포추출기,경기도 성남시 중원구 둔촌대로 464 301호 (상대원동 중일아인스프라자),031-741-0996
(주)백양테크,8518100538,제조업,배전반및발전자재 제작,인천광역시 옹진군 영흥면 영흥로 418103호(상가),031-433-8234
(주)수플러스,2938801098,그 밖의 모든 업종|인쇄 및 기록매체 복제업,아트디자인및그래픽용역,경상북도 의성군 의성읍 홍술로 70(주)수플러스,054-833-1209
coreastreet,6755400073,제조업,캡모자 벙거지모자 골프모자류,경기도 화성시 동탄하나2길 191층 (능동),070-8881-2142
전우용사촌(주),2128192970,인쇄 및 기록매체 복제업,표준봉투,서울특별시 강동구 상암로 375-18(상일동),02-426-4415
주식회사 두양산업,1358646951,건설업,방향표지판,경기도 오산시 서동로 53202(서동디비엔빌딩씨동) ,031-378-4171
주식회사 예스네트웍스,3788800789,도매 및 소매업,사무기기및용품설치,경기도 평택시 평택로 1491층,031-651-5578
주식회사포이즈앤컴팩트,2298134911,건설업|제조업|금속가공제품 제조업(기계 및 가구 제조업 제외)|전기장비 제조업,안내판(철도안내표지판 포함),경기도 수원시 팔달구 인계로108번길 49조은프라자 401호 (인계동),031-227-8855
(주)도일건축사사무소,1208623863,전문 과학 및 기술 서비스업,건축설계,서울특별시 강남구 도산대로 2364층(논현동 청운빌딩),02-517-7249
(주)스마트메카,1138185963,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,출입통제시스템,서울특별시 금천구 가산디지털1로 1701호(가산동 더루벤스벨리),02-851-0607
(주)싱싱농장,2158163585,도매 및 소매업,채소류,서울특별시 송파구 양재대로 932(가락동 채소시장 1동 1층 009-2호),02-407-2840
엘림메디칼,2421800803,의료 정밀 광학기기 및 시계 제조업,전동식의료용침대,경기도 군포시 번영로557번길 26-63층,070-8809-8937
우주중기,1283212620,건설업,건설기계대여,경기도 고양시 일산동구 숲속마을로 26304-C호(풍동프라자),031-926-2790
정화디자인,1102096228,출판 영상 방송통신 및 정보서비스업,광고물작성디자인인쇄/사진촬영,서울특별시 은평구 은평터널로1길 26-1(수색동 지층-2호),02-2279-4765
주식회사 에스씨자산관리,5978100288,사업시설관리 및 사업지원 서비스업,시설물경비서비스,서울특별시 서대문구 증가로 18405호,02-334-1225
주식회사 엠팩플러스,7568800061,제조업,스마트폰 방수팩 화장용 퍼프 탈취제 방향제,서울특별시 동대문구 왕산로28길 55102호(용두동),02-2277-6651
주원산업,1291059908,건설업,건설업,경기도 성남시 중원구 산성대로 344-1(중앙동),031-734-6435
(주)다음코리아,4108613458,출판 영상 방송통신 및 정보서비스업,프로그램개발용소프트웨어,광주광역시 서구 신기길 9다음코리아빌딩 3층(마륵동),062-956-0665
(주)양지네트워크,8348700379,제조업|도매 및 소매업,전자회로기판,부산광역시 사상구 모라로110번길 85모라주공1단지가동상가101호 (모라동),051-506-5109
(주)오백제작소,4748800214,제조업,양념재료,경기도 광주시 오포읍 오포로448번길 6(주)오백제작소,031-764-1568
금강그린텍,3142033709,사업시설관리 및 사업지원 서비스업,시설설비유지관리서비스,대전광역시 대덕구 신탄진로 660 (평촌동),042-623-0066
대현,5050733382,건설업|도매 및 소매업,설비 및 설치공사,부산 동래구 온천3동1425-13번지 여산빌딩 3층 대현시스템,051-507-3200
백산아트,7912100697,그 밖의 모든 업종,조형물 제작 벽화 아트상품 제작,광주광역시 서구 내방로 3543층,062-222-1575
성백리싸이클링,2150356280,도매 및 소매업,폐섬유/중고신발수출/아파트수거,경기도 광주시 곤지암읍 가마을길 18(오향리) ,031-791-3274
위드디자인,3400800957,건설업,도장실내인테리어,제주특별자치도 서귀포시 태평로 541,064-762-3487
주식회사 아펙스이엔지,2148788101,건설업,시설물유지관리공사,서울특별시 서초구 동산로13길 42502호(양재동 부전빌딩),02-573-0005
주식회사 와산조경,5118116734,건설업,조경시설물설치공사,제주특별자치도 제주시 중앙로 1793층,064-758-0003
주원산업,6060284404,제조업,신발부품,부산광역시 사상구 모덕로95번길 712층(모라동) (모라동),070-8835-0053
지솔,1060639348,도매 및 소매업,백상지,서울특별시 용산구 새창로35길 9(용문동),02-716-0488
한밭치과기공소,3059245023,제조업,치과 보철물,대전광역시 동구 대전천동로 6902층,042-673-8938
(주)가속,6088603687,제조업,조선기자재,경상남도 창원시 마산합포구 진북면 산단2길 46-39주식회사 가속,070-4888-4171
(주)현대안전솔루션,5148199490,도매 및 상품 중개업,생활안전용품유통,충청남도 논산시 중앙로 3983층 (취암동),041-734-7717
사천시장애인연합회,6131298036,운수업,주차장운영업,경상남도 사천시 정동면 사천강1길 11상가 106호,055-855-1411
삼일사,5014064838,인쇄 및 기록매체 복제업,기타인쇄물,대구광역시 중구 명륜로 144-10삼일사,053-426-0011
선두ENG,2361800190,금속가공제품 제조업(기계 및 가구 제조업 제외),금속창호 제조 납품,경기도 고양시 덕양구 유산길50번길 74내유동,031-963-5213
우리산업(주),6138174103,건설업,버스승강장 현수막게시대외,경상남도 진주시 남강로1259번길 19(상평동),055-743-7397
유한회사 관우환경개발,3138133084,하수ㆍ폐기물 처리 원료재생 및 환경 복원업,폐기물 수집 운반업,충청남도 서천군 장항읍 장산로 349,041-956-1134
요한산업,4102452303,사업시설관리 및 사업지원 서비스업,건물청소서비스,전라남도 영광군 홍농읍 홍농로 433-1,061-356-5708
원 메디칼,4320301037,도매 및 소매업,의룔용구의료기기  도소매,전라북도 김제시 동서9길 522층2호,063-546-7729
유한회사 에스지앤씨,4018130496,건설업,상하수도설비공사업,전라북도 정읍시 중앙1길 57(수성동),063-532-1310
유한회사 한빛글로벌,6908100587,금속가공제품 제조업(기계 및 가구 제조업 제외),금속제창,전라북도 익산시 석치길 40-11 (석왕동),063-918-7042
(주) 아라,6168160082,제조업,산업기계유류탱크,제주특별자치도 서귀포시 남원읍 신례로 53,064-732-7500
(주)네트워크아이,2248159635,건설업,정보통신공사업,강원도 원주시 단구로37번길 73층 (단계동),033-744-7008
(주)은성이앤씨,4098176287,건설업,알루미늄제교량난간,전라남도 나주시 신내동길 31-3 (송월동),062-382-9428
동아인쇄출판사,2241034139,제조업|도매 및 소매업,인쇄광고용역,강원도 원주시 흥업면 흥업텃둔길 12동아인쇄출판사,033-766-0610
만년전기조명,3140930240,도매 및 소매업,매입형형광등기구,대전광역시 서구 만년로22번길 18만년전기조명,042-487-5936
성원조명,5662700808,제조업|건설업|도매 및 소매업,LED경관조명기구,경기도 남양주시 진건읍 진건오남로 933층 (용정리),031-571-9007
스마트드론교육원,8064700306,교육 서비스업,드론교육 자격증 취득 교육,전라남도 나주시 한빛로 21에이원빌딩 2층,061-333-8931
애드모아,3061067854,인쇄 및 기록매체 복제업|출판 영상 방송통신 및 정보서비스업,정기간행물,대전광역시 동구 대전로815번길 35 (정동),042-222-6880
온유어스킨(ON Your Skin),6311300876,도매 및 소매업|그 밖의 제품 제조업,화장품,경기도 안양시 동안구 흥안대로427번길 16비301-2호(관양동평촌디지털엠파이어),031-360-7738
와이비(YB)디자인,1430701120,건설업,건설업 인터레이공사 철구조물 외,전라남도 화순군 화순읍 충의로 91 ,061-373-7448
조은광고기획,2250179821,제조업,간판 인쇄 현수막 각종표지판외,강원도 정선군 정선읍 녹송로 134,033-563-2077
주식회사 디와이,3108108548,건설업,전기통신소방기계설비,충청남도 보령시 큰오랏1길 94-15,041-932-8558
주식회사 위드플러스,6898801076,제조업,LED실내조명등,경기도 양주시 남면 화합로430번길 229-39가동나동 ,031-863-6411
주식회사 하이메쉬코리아,6978700824,금속가공제품 제조업(기계 및 가구 제조업 제외),용접철망,세종특별자치시 한누리대로 157506호,044-868-0454
지원건설중기,1410390385,건설업,건설기계임대업,경기도 파주시 월롱면 다락고개길 62103호,031-946-0404
지원중기,1076877080,건설업,차륜형굴착기,경기도 파주시 월롱면 통일로 760지원중기,031-946-0404
한성전기주식회사,1278194234,전기 가스 증기 및 수도사업,전기공사용역,경기도 연천군 전곡읍 전곡로 142-1한성전기주식회사,031-835-0790
